iter	RMSE
149	3.672518561
150	3.672219987
151	3.672078555
152	3.671793445
153	3.671564673
154	3.671244219
155	3.670975521
156	3.670649564
157	3.670457643
158	3.670263359
159	3.669889753
160	3.669744513
161	3.669556511
162	3.669421049
163	3.669259555
164	3.669089996
165	3.668912869
166	3.668786804
167	3.668622803
168	3.668397923
169	3.66817365
170	3.667971185
171	3.66786034
172	3.667534974
173	3.667304075
174	3.667157741
175	3.666986598
176	3.666802051
177	3.666501026
178	3.666321913
179	3.666004598
180	3.665867269
181	3.665696065
182	3.665525349
183	3.665390979
184	3.665242583
185	3.665076189
186	3.664719304
187	3.664466758
188	3.664225862
189	3.663934307
190	3.663695362
191	3.663578552
192	3.663303085
193	3.663159074
194	3.662928893
195	3.662724276
196	3.662581608
197	3.66239982
198	3.662164375
199	3.662001319
200	3.661878618
201	3.661715673
202	3.661468758
203	3.661233253
204	3.661009287
205	3.660707041
206	3.660350972
207	3.66019442
208	3.65997623
209	3.659861538
210	3.659663087
211	3.659545776
212	3.659402487
213	3.659311142
214	3.658945615
215	3.658828157
216	3.658753329
217	3.658619457
218	3.658317883
219	3.65809523
220	3.658033317
221	3.65786846
222	3.657751092
223	3.657426319
224	3.65730247
225	3.657113952
226	3.656972682
227	3.656797331
228	3.656626324
229	3.656305804
230	3.656226074
231	3.655938982
232	3.655750146
233	3.655609818
234	3.655464385
235	3.655192288
236	3.655006772
237	3.654926392
238	3.654795116
239	3.654624016
240	3.654401013
241	3.654250926
242	3.654115146
243	3.653932688
244	3.653879293
245	3.653757066
246	3.65362077
247	3.653438411
248	3.653281563
249	3.653182346
250	3.653035198
251	3.652877585
252	3.652651238
253	3.652518138
254	3.652420769
255	3.652108597
256	3.651951069
257	3.651847084
258	3.651674849
259	3.651544453
260	3.651259235
261	3.651089713
262	3.650975863
263	3.65078378
264	3.650481809
265	3.650398588
266	3.65027288
267	3.650148041
268	3.650065062
269	3.649915918
270	3.649740228
271	3.649653252
272	3.649438793
273	3.649276788
274	3.649143191
275	3.648926334
276	3.648801698
277	3.648541818
278	3.648368429
279	3.648293761
280	3.648137565
281	3.648005422
282	3.647853576
283	3.647617567
284	3.647526301
285	3.647421068
286	3.64722593
287	3.64711782
288	3.646930522
289	3.646774517
290	3.646472462
291	3.646175746
292	3.645940502
293	3.645843955
294	3.645675802
295	3.645504398
296	3.64517841
297	3.645032934
298	3.644762803
299	3.644584119
300	3.644461331
301	3.644242199
302	3.644116903
303	3.643990855
304	3.643745859
305	3.643679833
306	3.643569746
307	3.643502843
308	3.643405732
309	3.643345068
310	3.643141348
311	3.64298905
312	3.642924259
313	3.642860215
314	3.642675945
315	3.64255097
316	3.642342461
317	3.642261801
318	3.642162909
319	3.642034795
320	3.641944887
321	3.641827255
322	3.6416764
323	3.641534657
324	3.641119134
325	3.640921285
326	3.64085246
327	3.640602131
328	3.640461844
329	3.640338292
330	3.640085304
331	3.639971735
332	3.639764078
333	3.639636004
334	3.639405835
335	3.63903231
336	3.638943204
337	3.638730863
338	3.638543634
339	3.638193146
340	3.637997388
341	3.63785075
342	3.637612342
343	3.637403299
344	3.63717499
345	3.637097716
346	3.636995057
347	3.636867762
348	3.636790732
349	3.636517237
350	3.636404682
351	3.636329894
352	3.636246974
353	3.636059491
354	3.635725901
355	3.635606191
356	3.63549636
357	3.635346118
358	3.635285695
359	3.635144828
360	3.635031354
361	3.634848563
362	3.634732203
363	3.634551274
364	3.634471817
365	3.634356321
366	3.634163235
367	3.634058741
368	3.633917701
369	3.633875526
370	3.633726844
371	3.633640861
372	3.633511445
373	3.633436973
374	3.633311931
375	3.633167232
376	3.63294504
377	3.632865298
378	3.632781173
379	3.632695793
380	3.632501367
381	3.632328089
382	3.632223167
383	3.632115738
384	3.631905753
385	3.631766633
386	3.631611854
387	3.631320061
388	3.631147479
389	3.631077341
390	3.630988039
391	3.630903996
392	3.630801412
393	3.630676905
394	3.630487632
395	3.630249993
396	3.630150022
397	3.629988158
398	3.629872769
399	3.629743344
400	3.62966704
401	3.629490871
402	3.629321585
403	3.629196777
404	3.629077353
405	3.628969078
406	3.62884689
407	3.628682336
408	3.628600495
409	3.628525671
410	3.628431168
411	3.628209563
412	3.628116806
413	3.628004241
414	3.627908847
415	3.627654616
416	3.627504049
417	3.627424438
418	3.627286275
419	3.627128045
420	3.627016829
421	3.626900092
422	3.626655195
423	3.626518382
424	3.626452168
425	3.626316475
426	3.626154441
427	3.625982992
428	3.625861455
429	3.625701658
430	3.625591527
431	3.625406002
432	3.625294231
433	3.625232009
434	3.625038311
435	3.624844477
436	3.624706216
437	3.624585389
438	3.624519893
439	3.624333058
440	3.624190887
441	3.624037541
442	3.6239694
443	3.623899123
444	3.623777266
445	3.623576588
446	3.623471036
447	3.623217999
448	3.623046788
449	3.622950887
450	3.622834521
451	3.622731081
452	3.622556081
453	3.622343408
454	3.622218861
455	3.622048231
456	3.62194389
457	3.621787812
458	3.621626956
459	3.621548974
460	3.621379191
461	3.621319414
462	3.620975046
463	3.620859747
464	3.620682018
465	3.620467099
466	3.620368366
467	3.620144383
468	3.619954308
469	3.619840233
470	3.619734572
471	3.619645618
472	3.619460417
473	3.619375226
474	3.619300211
475	3.619112102
476	3.61893856
477	3.618731958
478	3.618585168
479	3.618434099
480	3.618288302
481	3.618186995
482	3.618111327
483	3.617988144
484	3.617885571
485	3.617759489
486	3.617606373
487	3.617477012
488	3.617352801
489	3.617251971
490	3.617122849
491	3.61691652
492	3.616838688
493	3.616672331
494	3.616600026
495	3.616502947
496	3.616233452
497	3.616117876
498	3.615986953
499	3.615866967
500	3.615769994
501	3.615629876
502	3.615581701
503	3.615407361
504	3.61521364
505	3.615104321
506	3.615042427
507	3.614886555
508	3.61465481
509	3.614563844
510	3.614447586
511	3.61423821
512	3.614048705
513	3.613988303
514	3.613833518
515	3.613739385
516	3.613674195
517	3.613607494
518	3.613572507
519	3.613422739
520	3.613187627
521	3.613106946
522	3.612934878
523	3.612812525
524	3.612539733
525	3.612431592
526	3.612300157
527	3.612151595
528	3.611950774
529	3.611825366
530	3.611747172
531	3.611656259
532	3.611453522
533	3.611392321
534	3.611317896
535	3.611204555
536	3.611079499
537	3.61093479
538	3.610788565
539	3.61066299
540	3.610600642
541	3.610450246
542	3.610304379
543	3.610095519
544	3.609991463
545	3.609921796
546	3.609689858
547	3.609559458
548	3.60929335
549	3.609120974
550	3.609012101
551	3.608934225
552	3.608826228
553	3.608657359
554	3.608535113
555	3.608463276
556	3.608324008
557	3.608121462
558	3.60794966
559	3.607824617
560	3.607467993
561	3.607400169
562	3.607305742
563	3.607111712
564	3.60704552
565	3.606919563
566	3.606715677
567	3.606673309
568	3.606542926
569	3.606346206
570	3.606179239
571	3.605889549
572	3.605822074
573	3.605690146
574	3.605556951
575	3.605489848
576	3.605343654
577	3.605187236
578	3.605058565
579	3.604905036
580	3.604725133
581	3.604535759
582	3.604508002
583	3.60441148
584	3.604275589
585	3.604171743
586	3.604076096
587	3.603852111
588	3.603729576
589	3.603592397
590	3.603401701
591	3.603306412
592	3.603181712
593	3.60305928
594	3.602934446
595	3.602769719
596	3.602714934
597	3.602608014
598	3.602427112
599	3.602348715
600	3.602157448
601	3.602106063
602	3.602062757
603	3.601952156
604	3.601856576
605	3.601731826
606	3.601564013
607	3.601509084
608	3.601366138
609	3.601214978
610	3.601168631
611	3.601107887
612	3.601012032
613	3.600849111
614	3.600777878
615	3.60071397
616	3.600480933
617	3.600185606
618	3.600105012
619	3.599933713
620	3.599756214
621	3.599521221
622	3.59941749
623	3.599241104
624	3.598999127
625	3.598795677
626	3.598603589
627	3.59843879
628	3.598391649
629	3.598214074
630	3.598096656
631	3.598031688
632	3.59793967
633	3.597783057
634	3.597661073
635	3.597562219
636	3.597341621
637	3.597145916
638	3.597055013
639	3.596919223
640	3.596835648
641	3.59680075
642	3.596720334
643	3.596580232
644	3.596453402
645	3.596224137
646	3.596107791
647	3.595997765
648	3.595657423
649	3.595543841
650	3.595354616
651	3.595098589
652	3.594953237
653	3.594784728
654	3.594592679
655	3.594454013
656	3.594327488
657	3.594148068
658	3.593995465
659	3.593727066
660	3.593614057
661	3.593557867
662	3.593508764
663	3.593395747
664	3.59325868
665	3.593172109
666	3.593074017
667	3.592954152
668	3.592879852
669	3.592817828
670	3.592627825
671	3.592434648
672	3.592281846
673	3.592223357
674	3.591992809
675	3.591816057
676	3.591794786
677	3.591729578
678	3.591667407
679	3.591548129
680	3.591483296
681	3.59135426
682	3.591297909
683	3.591094275
684	3.591022342
685	3.590863148
686	3.590701666
687	3.590623266
688	3.590535618
689	3.590340175
690	3.590272407
691	3.590195264
692	3.590138007
693	3.590090631
694	3.589997522
695	3.589860959
696	3.589707794
697	3.589574007
698	3.589479238
699	3.589379271
700	3.589240784
701	3.589102418
702	3.588999907
703	3.588860517
704	3.588729993
705	3.588490856
706	3.588436741
707	3.588340294
708	3.588131297
709	3.588038264
710	3.587850924
711	3.587677265
712	3.587567487
713	3.587527176
714	3.587345387
715	3.587249038
716	3.587092845
717	3.587012718
718	3.586819999
719	3.586753179
720	3.58654764
721	3.58633803
722	3.586269553
723	3.586125111
724	3.586042172
725	3.585970011
726	3.585878318
727	3.585813636
728	3.585720036
729	3.585659791
730	3.585552616
731	3.585506954
732	3.585310349
733	3.585167772
734	3.585054746
735	3.58494565
736	3.584793163
737	3.584709812
738	3.584565816
739	3.584356344
740	3.584191905
741	3.58411184
742	3.583986726
743	3.583896758
744	3.583784581
745	3.583683441
746	3.583582171
747	3.583461988
748	3.583269713
749	3.583151043
750	3.58302615
751	3.582945804
752	3.582879166
753	3.582704377
754	3.582632276
755	3.582465091
756	3.582391208
757	3.582268954
758	3.582177674
759	3.582026338
760	3.581870807
761	3.581815068
762	3.581638957
763	3.581522011
764	3.581331663
765	3.581254582
766	3.581146513
767	3.581050759
768	3.5808882
769	3.580845273
770	3.58076437
771	3.580660097
772	3.580486723
773	3.580425247
774	3.580320709
775	3.580090538
776	3.579990436
777	3.579873182
778	3.579797594
779	3.579619224
780	3.579532958
781	3.57935953
782	3.579268684
783	3.579131838
784	3.579053184
785	3.5789467
786	3.578861435
787	3.578671454
788	3.578553775
789	3.578388815
790	3.578175551
791	3.578049721
792	3.577930751
793	3.57782614
794	3.577747966
795	3.577611316
796	3.577493857
797	3.577453178
798	3.577379826
799	3.57731461
800	3.577209854
801	3.577063013
802	3.576922777
803	3.576881964
804	3.57657833
805	3.576545524
806	3.576399927
807	3.576338507
808	3.57623118
809	3.576032157
810	3.575969587
811	3.575773602
812	3.575649977
813	3.575464405
814	3.575302991
815	3.57522667
816	3.575133174
817	3.574978615
818	3.57484962
819	3.574646576
820	3.574564643
821	3.5745065
822	3.574413622
823	3.574219715
824	3.574076059
825	3.57394754
826	3.573801328
827	3.573720521
828	3.573598225
829	3.573379838
830	3.573258295
831	3.573155965
832	3.57304256
833	3.57295308
834	3.572900639
835	3.572819684
836	3.572718742
837	3.572589029
838	3.572299671
839	3.572178218
840	3.572125765
841	3.572050649
842	3.571909198
843	3.571854831
844	3.571813705
845	3.571677975
846	3.571568979
847	3.571381921
848	3.571329075
849	3.571215356
850	3.571165436
851	3.571070688
852	3.570909458
853	3.570783118
854	3.570714978
855	3.570547746
856	3.570491575
857	3.570376302
858	3.570245866
859	3.570164214
860	3.570024854
861	3.569883577
862	3.569752105
863	3.569637699
864	3.569546223
865	3.569439073
866	3.569366959
867	3.569333832
868	3.569109195
869	3.569011716
870	3.568885054
871	3.568589661
872	3.568477385
873	3.568273341
874	3.568125113
875	3.568077444
876	3.567969612
877	3.56788281
878	3.567723093
879	3.567610152
880	3.567435507
881	3.567236886
882	3.567124567
883	3.56702168
884	3.566910757
885	3.566778282
886	3.566644527
887	3.566430305
888	3.566314008
889	3.566186739
890	3.566034853
891	3.565972617
892	3.565870717
893	3.565681957
894	3.565620608
895	3.56549408
896	3.565401733
897	3.565317546
898	3.565226597
899	3.565125696
900	3.565026577
901	3.564959604
902	3.564879234
903	3.564676133
904	3.564560672
905	3.56433701
906	3.564259306
907	3.564155442
908	3.564031798
909	3.563947324
910	3.563800957
911	3.563656626
912	3.56351599
913	3.563250783
914	3.563126213
915	3.562941137
916	3.562730522
917	3.562643464
918	3.562521937
919	3.562349852
920	3.562287041
921	3.562200866
922	3.562046001
923	3.562000293
924	3.561971821
925	3.56178643
926	3.561685176
927	3.561544845
928	3.56137897
929	3.561206701
930	3.561068267
931	3.561018461
932	3.560931233
933	3.560863289
934	3.560742978
935	3.560566208
936	3.56043056
937	3.560299121
938	3.560167039
939	3.5600209
940	3.559917424
941	3.559755561
942	3.559627163
943	3.559553445
944	3.559497867
945	3.55947027
946	3.559336496
947	3.559243733
948	3.559141768
949	3.55907085
950	3.559028299
951	3.558937956
952	3.558810296
953	3.558688382
954	3.558478026
955	3.558404156
956	3.558289002
957	3.55810866
958	3.557944925
959	3.557808281
960	3.557736315
961	3.557561441
962	3.557372752
963	3.557268687
964	3.557144419
965	3.556915689
966	3.556816725
967	3.556687838
968	3.556608432
969	3.556493476
970	3.556414322
971	3.556282735
972	3.556238616
973	3.556122113
974	3.556062134
975	3.555815684
976	3.555648006
977	3.555464971
978	3.555375305
979	3.555323755
980	3.55520556
981	3.555109107
982	3.554935767
983	3.554809755
984	3.554744124
985	3.554602624
986	3.554471737
987	3.554337264
988	3.554258189
989	3.554183591
990	3.554111423
991	3.554036439
992	3.553963244
993	3.553864966
994	3.553744674
995	3.553704747
996	3.553669938
997	3.553542344
998	3.553380959
999	3.553248491
1000	3.553129331
1001	3.553001206
1002	3.55292223
1003	3.552755184
1004	3.55263063
1005	3.552483029
1006	3.552433486
1007	3.552298551
1008	3.55217795
1009	3.551997809
1010	3.551868491
1011	3.551802934
1012	3.551626872
1013	3.551536469
1014	3.551384852
1015	3.55130584
1016	3.55115114
1017	3.551086082
1018	3.550942899
1019	3.550879503
1020	3.550789337
1021	3.550720173
1022	3.550534323
1023	3.55043928
1024	3.550315414
1025	3.550146452
1026	3.550089062
1027	3.549989139
1028	3.54991522
1029	3.549839506
1030	3.549721384
1031	3.549555981
1032	3.549383779
1033	3.549240912
1034	3.549084713
1035	3.548946447
1036	3.548687841
1037	3.54852585
1038	3.548278748
1039	3.548207741
1040	3.548082259
1041	3.54799638
1042	3.547910242
1043	3.547866532
1044	3.547715527
1045	3.547541698
1046	3.547465293
1047	3.547390424
1048	3.547343245
1049	3.547190168
1050	3.547115549
1051	3.54707029
1052	3.546939767
1053	3.546890788
1054	3.546816548
1055	3.54672038
1056	3.546642931
1057	3.546522138
1058	3.546391723
1059	3.546310291
1060	3.546243734
1061	3.546094456
1062	3.546025458
1063	3.545930936
1064	3.54584013
1065	3.54561221
1066	3.545369266
1067	3.545217643
1068	3.545053825
1069	3.544998021
1070	3.54491104
1071	3.544773766
1072	3.54460377
1073	3.544506387
1074	3.54445391
1075	3.544384495
1076	3.544235652
1077	3.544057289
1078	3.543953347
1079	3.543854663
1080	3.543737368
1081	3.543695916
1082	3.543628796
1083	3.543545119
1084	3.543372625
1085	3.543271743
1086	3.543018627
1087	3.542936605
1088	3.542876145
1089	3.542715044
1090	3.542516064
1091	3.542391664
1092	3.54225288
1093	3.542221682
1094	3.542147344
1095	3.541987622
1096	3.541877712
1097	3.541807348
1098	3.541601768
1099	3.541533838
